Year,Country,Life_evaluation,Conflit,Water_Access,population using the Internet,Coastline,Net_Migration,GDP_per_capita,HDI,GII,Freedom_Score,PM25,Suicide_Rate
2018,Afghanistan,3.203,1.0,67.4758694595857,16.8,0.0,-36753.0,491.337221382603,0.498,0.677,26.0,67.2271774798558,3.56
2018,Albania,4.719,0.0,94.4363940024548,65.4,1.26,-15032.0,5897.65452588774,0.801,0.138,68.0,19.0461862321065,3.83
2018,Algeria,5.211,1.0,91.859120820781,49.0385,0.04,-27146.0,4577.21029180491,0.749,0.383,35.0,24.9335900639775,2.07
2018,Argentina,6.086,0.0,,77.7,0.18,5742.0,11752.7998922979,0.861,0.301,83.0,14.1850800443346,9.33
2018,Armenia,4.559,0.0,99.462639280417,68.2451,0.0,-13129.0,4196.00562301769,0.789,0.242,45.0,34.201366074335,2.32
2018,Australia,7.228,1.0,99.9698940747082,90.0,0.34,226412.0,57410.1737346009,0.945,0.091,98.0,7.74121920379958,13.4
2018,Austria,7.246,0.0,100.0,87.4791,0.0,35296.0,51194.0749841299,0.925,0.06,94.0,12.5861934480679,15.7
2018,Azerbaijan,5.208,0.0,92.2760684532057,79.8,0.0,-37559.0,4739.7943123408,0.775,0.32,12.0,23.2360923544978,1.8
2018,Bahrain,6.199,0.0,99.9237756589351,98.6447,24.21,-25978.0,26324.4066549559,0.886,0.204,12.0,71.8872328410934,5.97
2018,Bangladesh,4.456,0.0,97.933316165493,25.6,0.4,-1029069.0,1965.24372731467,0.646,0.532,45.0,59.513577848333,3.06
2018,Belarus,5.323,0.0,99.0880364550957,79.1299,0.0,8615.0,6360.037502312,0.827,0.102,21.0,16.9825400264261,18.67
2018,Belgium,6.923,1.0,99.9999964912518,88.6473,0.22,50604.0,47487.2100392561,0.942,0.052,95.0,12.4925874999047,18.58
2018,Benin,4.883,0.0,67.6494113960798,19.0,0.11,3372.0,1151.7409703472,0.507,0.645,82.0,54.0562679352757,7.21
2018,Bhutan,5.082,0.0,98.426622147403,63.5,0.0,287.0,3400.20417245342,0.667,0.277,55.0,34.0838819368766,5.02
2018,Bolivia,5.779,0.0,90.7842800477343,44.2861,0.0,-9344.0,4206.8552936661,0.722,0.43,67.0,25.1667590386614,5.41
