Year,Country,Life_evaluation,Conflit,Water_Access,population using the Internet,Coastline,Net_Migration,GDP_per_capita,HDI,GII,Freedom_Score,PM25,Suicide_Rate
2014,Canada,7.427,0.0,98.9015865745503,87.12,2.02,192884.0,50960.8431174661,0.932,0.113,98.0,7.38092988336422,13.38
2014,Central African Republic,3.678,1.0,43.3540006911393,2.7,0.0,-174051.0,409.8504859647,0.319,,6.0,31.9156244391296,11.23
2014,Chad,3.667,1.0,47.123415071397,2.9,0.0,20842.0,1278.78981422494,0.401,,21.0,46.8052788415437,5.26
2014,Chile,6.67,0.0,98.0228724170245,61.11,0.85,52702.0,14529.6767206336,0.849,0.291,95.0,23.0317537681692,10.13
2014,China,5.14,0.0,90.9415850511528,47.9,0.15,-371108.0,7781.06597484974,0.742,0.21,17.0,54.5688342973092,8.86
2014,Colombia,6.477,1.0,94.8927542496252,52.5681,0.28,-67522.0,8187.20824890084,0.763,0.422,62.0,18.33821147907,3.8
2014,Comoros,3.956,0.0,86.1291911979684,6.98,15.67,-2667.0,1615.71723662012,0.56,0.645,55.0,11.3961592947192,6.42
2014,Congo,3.989,0.0,69.9648050667042,7.11,0.05,-21598.0,3601.2365808718,0.639,0.618,30.0,27.8059959217622,7.28
2014,Costa Rica,7.226,0.0,98.925021084525,53.0,2.52,1589.0,10911.497878334,0.802,0.303,90.0,17.5539609994868,5.36
2014,Croatia,5.759,0.0,99.9005681639486,68.5679,10.32,-13127.0,14186.7295493276,0.848,0.119,86.0,19.8289409065182,17.03
2014,Cyprus,5.689,0.0,99.7944906652545,69.3287,7.01,11599.0,26993.103515625,0.875,0.202,92.0,16.1114833623758,5.7
2014,Czechia,6.505,0.0,98.7302061350028,74.2317,0.0,6303.0,20038.4163180257,0.898,0.146,94.0,18.3617483140192,14.82
2014,Côte d’Ivoire,3.655,0.0,,10.0,0.16,-23011.0,1991.36539423404,0.511,0.63,45.0,38.9323349133904,8.6
2014,DR Congo,4.517,1.0,36.4456556153398,3.0,0.0,36966.0,489.175952097319,0.467,0.64,20.0,26.9058681895875,8.19
2014,Denmark,7.527,0.0,100.0,95.9935,16.97,27242.0,62520.4509747011,0.939,0.035,98.0,10.8104890765495,11.97
2014,Djibouti,4.369,1.0,77.3584793969034,17.0,1.37,1900.0,2214.62084142432,0.459,,29.0,42.8427623405981,7.59
2014,Dominican Republic,4.885,0.0,95.6965659361733,49.58,2.64,-36543.0,6496.45166971142,0.737,0.47,73.0,18.9396637119659,6.18
2014,Ecuador,5.975,0.0,89.8451330944318,45.5904,0.79,2273.0,6405.79979300441,0.76,0.396,60.0,20.2791788990402,6.59
2014,Egypt,4.194,1.0,97.9975794064633,33.8946,0.24,-92801.0,3133.39102265541,0.699,0.548,31.0,66.1214960792046,0.98
2014,El Salvador,6.13,0.0,85.6145492076128,24.7617,1.46,-49126.0,3666.01248913873,0.668,0.382,77.0,23.5624481373706,8.24
2014,Estonia,5.429,0.0,99.5393104564203,84.2415,8.39,-674.0,20581.7898991695,0.885,0.156,95.0,8.70767888073313,19.23
2014,Ethiopia,4.512,1.0,40.4770660365689,7.7,0.0,103122.0,549.986577082588,0.449,0.565,18.0,29.7131511992912,5.0
2014,Finland,7.406,0.0,99.9999970318793,86.5304,0.37,15915.0,50073.7760815871,0.936,0.062,100.0,6.11857316281583,15.52
2014,France,6.575,0.0,99.999997234513,83.7511,0.63,52342.0,43148.0459288416,0.9,0.101,95.0,10.687674674804,15.66
2014,Gabon,3.896,0.0,85.9658863110068,38.0712,0.33,16565.0,9201.36276648105,0.716,0.533,34.0,26.2746903969533,9.85
2014,Georgia,4.297,0.0,95.9715499431682,49.1025,0.44,-16047.0,4830.33486170249,0.802,0.361,63.0,20.9791754789627,5.46
2014,Germany,6.75,0.0,100.0,86.1937,0.67,592338.0,48959.5991203133,0.949,0.077,96.0,12.2822480920893,13.44
2014,Ghana,4.633,0.0,79.5978353673804,19.0,0.23,-6312.0,1949.90832923846,0.58,0.553,84.0,43.9627293584075,5.46
